"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	92	12510809	0.7
	"Pennsylvania"	"42"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	1469	12563937	11.7
	"Pennsylvania"	"42"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	169	12563937	1.3
	"Pennsylvania"	"42"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	92	12563937	0.7
	"Pennsylvania"	"42"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	1551	12612285	12.3
	"Pennsylvania"	"42"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	203	12612285	1.6
	"Pennsylvania"	"42"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	89	12612285	0.7
	"Pennsylvania"	"42"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	1581	12666858	12.5
	"Pennsylvania"	"42"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	227	12666858	1.8
	"Pennsylvania"	"42"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	96	12666858	0.8
	"Pennsylvania"	"42"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	1598	12702379	12.6
	"Pennsylvania"	"42"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	218	12702379	1.7
	"Pennsylvania"	"42"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	97	12702379	0.8
	"Pennsylvania"	"42"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	1956	12742886	15.3
	"Pennsylvania"	"42"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	219	12742886	1.7
	"Pennsylvania"	"42"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	106	12742886	0.8
	"Pennsylvania"	"42"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	2066	12763536	16.2
	"Pennsylvania"	"42"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	217	12763536	1.7
	"Pennsylvania"	"42"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	74	12763536	0.6
	"Pennsylvania"	"42"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	2114	12773801	16.5
	"Pennsylvania"	"42"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	225	12773801	1.8
	"Pennsylvania"	"42"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	83	12773801	0.6
	"Pennsylvania"	"42"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	2424	12787209	19.0
	"Pennsylvania"	"42"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	224	12787209	1.8
	"Pennsylvania"	"42"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	79	12787209	0.6
	"Pennsylvania"	"42"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	2951	12802503	23.1
	"Pennsylvania"	"42"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	227	12802503	1.8
	"Pennsylvania"	"42"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	82	12802503	0.6
	"Pennsylvania"	"42"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	4245	12784227	33.2
	"Pennsylvania"	"42"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	262	12784227	2.0
	"Pennsylvania"	"42"	"2016"	"2016"	"Assault"	"X85-Y09"	18	12784227	Unreliable
	"Pennsylvania"	"42"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	102	12784227	0.8
	"Pennsylvania"	"42"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	5009	12805537	39.1
	"Pennsylvania"	"42"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	245	12805537	1.9
	"Pennsylvania"	"42"	"2017"	"2017"	"Assault"	"X85-Y09"	28	12805537	0.2
	"Pennsylvania"	"42"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	106	12805537	0.8
	"Pennsylvania"	"42"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	4047	12807060	31.6
	"Pennsylvania"	"42"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	221	12807060	1.7
	"Pennsylvania"	"42"	"2018"	"2018"	"Assault"	"X85-Y09"	27	12807060	0.2
	"Pennsylvania"	"42"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	120	12807060	0.9
	"Pennsylvania"	"42"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	4058	12801989	31.7
	"Pennsylvania"	"42"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	192	12801989	1.5
	"Pennsylvania"	"42"	"2019"	"2019"	"Assault"	"X85-Y09"	23	12801989	0.2
	"Pennsylvania"	"42"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	104	12801989	0.8
	"Pennsylvania"	"42"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	4850	12783254	37.9
	"Pennsylvania"	"42"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	172	12783254	1.3
	"Pennsylvania"	"42"	"2020 "	"2020"	"Assault"	"X85-Y09"	65	12783254	0.5
	"Pennsylvania"	"42"	"2020 "	"2020"	"Event of undetermined intent"	"Y10-Y34"	81	12783254	0.6
	"Rhode Island"	"44"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	13	1040402	Unreliable
	"Rhode Island"	"44"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	41	1040402	3.9
	"Rhode Island"	"44"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	61	1048319	5.8
	"Rhode Island"	"44"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	11	1057142	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	13	1057142	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	86	1057142	8.1
	"Rhode Island"	"44"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	10	1065995	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	83	1065995	7.8
	"Rhode Island"	"44"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	12	1071342	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	16	1071342	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	118	1071342	11.0
	"Rhode Island"	"44"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	13	1074579	Unreliable
	"Rhode Island"	"44"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	91	1074579	8.5
	"Rhode Island"	"44"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	31	1067916	2.9
	"Rhode Island"	"44"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	17	1067916	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	108	1067916	10.1
	"Rhode Island"	"44"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	135	1063096	12.7
	"Rhode Island"	"44"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	12	1063096	Unreliable
	"Rhode Island"	"44"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	28	1063096	2.6
	"Rhode Island"	"44"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	114	1057315	10.8
	"Rhode Island"	"44"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	14	1057315	Unreliable
	"Rhode Island"	"44"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	149	1055003	14.1
	"Rhode Island"	"44"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	30	1055003	2.8
	"Rhode Island"	"44"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	138	1053646	13.1
	"Rhode Island"	"44"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	21	1053646	2.0
	"Rhode Island"	"44"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	144	1052567	13.7
	"Rhode Island"	"44"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	20	1052567	1.9
	"Rhode Island"	"44"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	166	1051302	15.8
	"Rhode Island"	"44"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	16	1051302	Unreliable
	"Rhode Island"	"44"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	180	1050292	17.1
	"Rhode Island"	"44"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	15	1050292	Unreliable
	"Rhode Island"	"44"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	211	1051511	20.1
	"Rhode Island"	"44"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	25	1051511	2.4
	"Rhode Island"	"44"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	223	1055173	21.1
	"Rhode Island"	"44"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	18	1055173	Unreliable
	"Rhode Island"	"44"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	281	1056298	26.6
	"Rhode Island"	"44"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	23	1056298	2.2
	"Rhode Island"	"44"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	306	1056426	29.0
	"Rhode Island"	"44"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	16	1056426	Unreliable
	"Rhode Island"	"44"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	294	1059639	27.7
	"Rhode Island"	"44"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	22	1059639	2.1
	"Rhode Island"	"44"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	297	1057315	28.1
	"Rhode Island"	"44"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	14	1057315	Unreliable
	"Rhode Island"	"44"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	280	1059361	26.4
	"Rhode Island"	"44"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	22	1059361	2.1
	"Rhode Island"	"44"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	377	1057125	35.7
	"Rhode Island"	"44"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	14	1057125	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	105	3974682	2.6
	"South Carolina"	"45"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	31	3974682	0.8
	"South Carolina"	"45"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	11	3974682	Unreliable
	"South Carolina"	"45"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	188	4012012	4.7
	"South Carolina"	"45"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	55	4012012	1.4
	"South Carolina"	"45"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	15	4012012	Unreliable
	"South Carolina"	"45"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	192	4064995	4.7
	"South Carolina"	"45"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	43	4064995	1.1
	"South Carolina"	"45"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	171	4107795	4.2
	"South Carolina"	"45"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	39	4107795	0.9
	"South Carolina"	"45"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	251	4150297	6.0
	"South Carolina"	"45"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	30	4150297	0.7
	"South Carolina"	"45"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	302	4210921	7.2
	"South Carolina"	"45"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	41	4210921	1.0
	"South Carolina"	"45"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	11	4210921	Unreliable
	"South Carolina"	"45"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	362	4270150	8.5
	"South Carolina"	"45"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	52	4270150	1.2
	"South Carolina"	"45"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	13	4270150	Unreliable
	"South Carolina"	"45"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	472	4357847	10.8
	"South Carolina"	"45"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	69	4357847	1.6
	"South Carolina"	"45"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	11	4357847	Unreliable
	"South Carolina"	"45"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	444	4444110	10.0
	"South Carolina"	"45"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	79	4444110	1.8
	"South Carolina"	"45"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	18	4444110	Unreliable
	"South Carolina"	"45"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	480	4528996	10.6
	"South Carolina"	"45"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	75	4528996	1.7
	"South Carolina"	"45"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	539	4589872	11.7
	"South Carolina"	"45"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	69	4589872	1.5
	"South Carolina"	"45"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	575	4625364	12.4
	"South Carolina"	"45"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	90	4625364	1.9
	"South Carolina"	"45"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	11	4625364	Unreliable
	"South Carolina"	"45"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	518	4679230	11.1
	"South Carolina"	"45"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	84	4679230	1.8
	"South Carolina"	"45"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	15	4679230	Unreliable
	"South Carolina"	"45"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	488	4723723	10.3
	"South Carolina"	"45"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	84	4723723	1.8
	"South Carolina"	"45"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	14	4723723	Unreliable
	"South Carolina"	"45"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	541	4774839	11.3
	"South Carolina"	"45"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	69	4774839	1.4
	"South Carolina"	"45"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	10	4774839	Unreliable
	"South Carolina"	"45"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	609	4832482	12.6
	"South Carolina"	"45"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	74	4832482	1.5
	"South Carolina"	"45"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	15	4832482	Unreliable
	"South Carolina"	"45"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	675	4896146	13.8
	"South Carolina"	"45"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	71	4896146	1.5
	"South Carolina"	"45"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	15	4896146	Unreliable
	"South Carolina"	"45"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	789	4961119	15.9
	"South Carolina"	"45"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	75	4961119	1.5
	"South Carolina"	"45"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	12	4961119	Unreliable
	"South Carolina"	"45"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	925	5024369	18.4
	"South Carolina"	"45"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	67	5024369	1.3
	"South Carolina"	"45"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	15	5024369	Unreliable
	"South Carolina"	"45"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	1049	5084127	20.6
	"South Carolina"	"45"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	65	5084127	1.3
	"South Carolina"	"45"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	1050	5148714	20.4
	"South Carolina"	"45"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	64	5148714	1.2
	"South Carolina"	"45"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	13	5148714	Unreliable
	"South Carolina"	"45"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	1659	5218040	31.8
	"South Carolina"	"45"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	66	5218040	1.3
	"South Carolina"	"45"	"2020 "	"2020"	"Event of undetermined intent"	"Y10-Y34"	13	5218040	Unreliable
	"South Dakota"	"46"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	13	754844	Unreliable
	"South Dakota"	"46"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	14	757972	Unreliable
	"South Dakota"	"46"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	28	770396	3.6
	"South Dakota"	"46"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	12	770396	Unreliable
	"South Dakota"	"46"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	22	775493	2.8
	"South Dakota"	"46"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	14	775493	Unreliable
	"South Dakota"	"46"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	21	783033	2.7
	"South Dakota"	"46"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	13	783033	Unreliable
	"South Dakota"	"46"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	19	791623	Unreliable
	"South Dakota"	"46"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	31	799124	3.9
	"South Dakota"	"46"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	13	799124	Unreliable
	"South Dakota"	"46"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	10	799124	Unreliable
	"South Dakota"	"46"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	27	807067	3.3
	"South Dakota"	"46"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	13	807067	Unreliable
	"South Dakota"	"46"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	18	814180	Unreliable
	"South Dakota"	"46"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	16	814180	Unreliable
	"South Dakota"	"46"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	11	814180	Unreliable
	"South Dakota"	"46"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	42	824082	5.1
	"South Dakota"	"46"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	11	824082	Unreliable
	"South Dakota"	"46"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	24	833354	2.9
	"South Dakota"	"46"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	13	833354	Unreliable
	"South Dakota"	"46"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	36	844877	4.3
	"South Dakota"	"46"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	15	844877	Unreliable
	"South Dakota"	"46"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	45	853175	5.3
	"South Dakota"	"46"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	12	853175	Unreliable
	"South Dakota"	"46"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	43	858469	5.0
	"South Dakota"	"46"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	19	858469	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	54	865454	6.2
	"South Dakota"	"46"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	12	865454	Unreliable
	"South Dakota"	"46"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	54	869666	6.2
	"South Dakota"	"46"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	17	869666	Unreliable
	"South Dakota"	"46"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	43	882235	4.9
	"South Dakota"	"46"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	10	882235	Unreliable
	"South Dakota"	"46"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	71	884659	8.0
	"South Dakota"	"46"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	10	884659	Unreliable
	"South Dakota"	"46"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	69	892717	7.7
	"South Dakota"	"46"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	10	892717	Unreliable
	"Tennessee"	"47"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	204	5638706	3.6
	"Tennessee"	"47"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	92	5638706	1.6
	"Tennessee"	"47"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	48	5638706	0.9
	"Tennessee"	"47"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	252	5689283	4.4
	"Tennessee"	"47"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	100	5689283	1.8
	"Tennessee"	"47"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	45	5689283	0.8
	"Tennessee"	"47"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	301	5750789	5.2
	"Tennessee"	"47"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	77	5750789	1.3
	"Tennessee"	"47"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	46	5750789	0.8
	"Tennessee"	"47"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	343	5795918	5.9
	"Tennessee"	"47"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	92	5795918	1.6
	"Tennessee"	"47"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	56	5795918	1.0
	"Tennessee"	"47"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	469	5847812	8.0
	"Tennessee"	"47"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	92	5847812	1.6
	"Tennessee"	"47"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	101	5847812	1.7
	"Tennessee"	"47"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	549	5910809	9.3
	"Tennessee"	"47"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	105	5910809	1.8
	"Tennessee"	"47"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	109	5910809	1.8
	"Tennessee"	"47"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	648	5991057	10.8
	"Tennessee"	"47"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	104	5991057	1.7
	"Tennessee"	"47"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	120	5991057	2.0
	"Tennessee"	"47"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	714	6088766	11.7
	"Tennessee"	"47"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	117	6088766	1.9
	"Tennessee"	"47"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	142	6088766	2.3
	"Tennessee"	"47"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	761	6175727	12.3
	"Tennessee"	"47"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	102	6175727	1.7
	"Tennessee"	"47"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	120	6175727	1.9
	"Tennessee"	"47"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	734	6247411	11.7
	"Tennessee"	"47"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	112	6247411	1.8
	"Tennessee"	"47"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	88	6247411	1.4
	"Tennessee"	"47"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	771	6306019	12.2
	"Tennessee"	"47"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	114	6306019	1.8
	"Tennessee"	"47"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	76	6306019	1.2
	"Tennessee"	"47"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	906	6346105	14.3
	"Tennessee"	"47"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	113	6346105	1.8
	"Tennessee"	"47"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	60	6346105	0.9
	"Tennessee"	"47"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	934	6403353	14.6
	"Tennessee"	"47"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	108	6403353	1.7
	"Tennessee"	"47"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	44	6403353	0.7
	"Tennessee"	"47"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	959	6456243	14.9
	"Tennessee"	"47"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	108	6456243	1.7
	"Tennessee"	"47"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	64	6456243	1.0
	"Tennessee"	"47"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	996	6495978	15.3
	"Tennessee"	"47"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	107	6495978	1.6
	"Tennessee"	"47"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	83	6495978	1.3
	"Tennessee"	"47"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	1110	6549352	16.9
	"Tennessee"	"47"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	108	6549352	1.6
	"Tennessee"	"47"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	47	6549352	0.7
	"Tennessee"	"47"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	1269	6600299	19.2
	"Tennessee"	"47"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	124	6600299	1.9
	"Tennessee"	"47"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	64	6600299	1.0
	"Tennessee"	"47"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	1452	6651194	21.8
	"Tennessee"	"47"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	124	6651194	1.9
	"Tennessee"	"47"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	53	6651194	0.8
	"Tennessee"	"47"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	1617	6715984	24.1
	"Tennessee"	"47"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	102	6715984	1.5
	"Tennessee"	"47"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	55	6715984	0.8
	"Tennessee"	"47"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	1679	6770010	24.8
	"Tennessee"	"47"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	99	6770010	1.5
	"Tennessee"	"47"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	44	6770010	0.6
	"Tennessee"	"47"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	1953	6829174	28.6
	"Tennessee"	"47"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	91	6829174	1.3
